EMPLOYER ID,TOTAL_ARREARS,MAX_CONSECUTIVE_MISSED,AVG_CONTRIBUTION_RATIO,MONTHS_WITH_SANCTIONS,PAYMENT_RATE,AMOUNT_CV,AMOUNT_TREND,EMPLOYER_TENURE,AVG_PAYMENT_DELAY,DEFAULT_LABEL
XXXXX0010_20190102,122179.86,0,1.0,48,1.0,0.625885254552905,-7.812883195831523,6.995208761122519,220.35416666666666,0
XXXXX0011_20070122,-495630.249312,0,1.0,48,1.0,0.2188547779051866,10910.506217976552,18.940451745379878,11.979166666666666,0
XXXXX0011_20180102,41715.0,0,0.9930555555555555,48,0.9791666666666666,0.4000936533685658,9.602556448111164,7.994524298425736,72.31914893617021,1
XXXXX0025_20180103,631.53,0,1.0,48,1.0,0.3104050902163285,5.000202453321753,7.991786447638604,20.0625,0
XXXXX0027_20220105,2214.0,0,1.0,48,1.0,0.09187111866180206,0.4220581849761178,3.9863107460643397,35.145833333333336,0
XXXXX0048_20201019,-1693.16,0,1.0,48,1.0,0.1347191405504591,1.1546640251845417,5.19917864476386,7.625,0
XXXXX0061_20150108,-11143.86,0,1.0,48,1.0,0.22910881138423173,2.7851997394702566,10.978781656399725,-2.9583333333333335,0
XXXXX0079_19991217,-525787.888368,0,1.0,48,1.0,0.39089613349797925,-64.05890414676509,26.039698836413415,53.958333333333336,0
XXXXX0089_20160111,115020.0,0,1.0,48,1.0,0.9645644530559379,62.957012592270935,9.971252566735114,35.125,0
XXXXX0091_19980609,-723424.8,0,1.0,48,1.0,0.3120754349739821,309.59798143725556,27.561943874058862,12.125,0
XXXXX0097_20080128,-41596.4,0,1.0,48,1.0,0.07262003398138817,-0.8966711897524964,17.924709103353866,12.083333333333334,0
XXXXX0106_20070517,0.0,0,1.0,48,1.0,0.2595472842646178,79.79827127659577,18.625598904859686,11.645833333333334,0
XXXXX0109_20120522,0.0,0,1.0,48,1.0,0.16432434899169887,-1.3826096396005187,13.609856262833675,11.354166666666666,0
XXXXX0110_20160112,75558.63,0,1.0,48,1.0,0.31256219056500323,-559.5863932913592,9.96851471594798,11.416666666666666,0
XXXXX0112_20200109,11495.25,0,1.0,48,1.0,0.2522405150125252,1.846504559270516,5.976728268309377,55.729166666666664,0
XXXXX0116_20180108,1491.1,0,1.0,48,1.0,0.37834795692464007,36.36299772036474,7.9780971937029435,12.75,0
XXXXX0144_19930628,15577.010000000002,0,1.0,48,1.0,0.2969197508496345,121.239065349544,32.50924024640657,24.020833333333332,0
XXXXX0150_20190110,5924.88,0,1.0,48,1.0,0.11690566993324689,-4.32221938775511,6.973305954825462,16.854166666666668,0
XXXXX0152_20011030,0.0,0,1.0,48,1.0,0.25289117856346555,34.34402735562308,24.16974674880219,11.854166666666666,0
XXXXX0155_20210111,35441.1,0,0.9583333333333334,48,0.9375,0.26291223444661044,-0.818646330872774,4.969199178644764,144.37777777777777,1
XXXXX0165_20201021,0.0,0,1.0,48,1.0,0.3711593846852937,143.7416000868432,5.193702943189596,11.229166666666666,0
XXXXX0170_20150115,10257.77,0,1.0,48,1.0,0.1492190848210716,1.6211181068171947,10.959616700889802,50.541666666666664,0
XXXXX0172_20190111,202.5,0,1.0,48,1.0,0.6364631830469591,4.673737516283108,6.97056810403833,14.604166666666666,0
XXXXX0176_20181016,36115.92,0,0.9791666666666666,48,0.9583333333333334,0.31702390288578614,0.6207240555796786,7.208761122518823,61.43478260869565,1
XXXXX0180_20220112,71820.23,0,0.9791821505696011,48,0.9583333333333334,0.9300765699506397,72.36900998697348,3.9671457905544147,40.78260869565217,1
XXXXX0183_20190926,76770.33,0,0.9583333333333334,48,0.9375,0.2609312292213768,-2.0265083586626154,6.264202600958248,111.84444444444445,1
XXXXX0188_19990825,-77713.23799999998,0,1.0,48,1.0,0.09401898282479323,14.763619192357849,26.351813826146476,37.708333333333336,0
XXXXX0193_20170114,10630.45,0,1.0,48,1.0,0.36003783534922723,178.409087060356,8.960985626283367,25.520833333333332,0
XXXXX0204_20020301,-46577.655,0,1.0,48,1.0,0.11650356001959138,7.873011289622232,23.835728952772072,12.333333333333334,0
XXXXX0207_19920313,-25008.72,0,1.0,48,1.0,0.21536659565409938,-0.8167118975249678,33.80150581793292,10.395833333333334,0
XXXXX0222_20070425,-3287.5999999999995,0,1.0,0,1.0,0.40044452682257087,364.7838135041249,18.68583162217659,13.270833333333334,0
XXXXX0240_20210114,22727.57,0,0.9166666666666666,48,0.8958333333333334,0.4922103265644529,0.5204282457663911,4.960985626283367,116.53488372093024,1
XXXXX0241_20160119,91913.0,0,1.0,48,1.0,0.3305740337409945,26.300578593139377,9.949349760438055,83.20833333333333,0
XXXXX0250_20210817,1362.57,0,1.0,48,1.0,0.3614207204124196,19.29174880590533,4.372347707049966,9.020833333333334,0
XXXXX0256_20050714,66009.0,0,1.0,48,1.0,0.44963486520618784,-4.56592270950937,20.465434633812457,27.229166666666668,0
XXXXX0260_20090420,-61193.6,0,0.998971613595698,0,0.9791666666666666,0.12824467135619247,20.109353560573176,16.698151950718685,5.541666666666667,0
XXXXX0272_20200115,1182.55,0,1.0,48,1.0,0.15665087690280477,8.83432967867998,5.960301163586585,20.145833333333332,0
XXXXX0279_19961101,-13501.933247,0,0.979423309178744,48,0.9791666666666666,0.7514290791932127,18.383411854103336,29.163586584531142,14.46808510638298,1
XXXXX0279_20071012,54660.060000000005,0,1.0,48,1.0,0.2220761069616641,19.922313287016923,18.220396988364133,15.083333333333334,0
XXXXX0280_20190930,45341.36,0,0.9937349085975321,48,0.9791666666666666,1.4345052161565477,45.14999131567521,6.253251197809719,165.29787234042553,1
XXXXX0293_20080206,185517.37,0,0.751437013702884,48,0.7291666666666666,0.6414523280705008,-9.431386235345197,17.900068446269678,376.9166666666667,1
XXXXX0293_20181018,6640.44,0,1.0,48,1.0,0.11350568354690624,1.5937624837168904,7.2032854209445585,32.041666666666664,0
XXXXX0297_20000904,0.0,0,1.0,48,1.0,0.17733529485257676,-60.37360236647852,25.322381930184804,10.166666666666666,0
XXXXX0300_20220117,-1466.35,0,1.0,48,1.0,0.15108910194430278,0.6259943551888841,3.9534565366187544,0.625,0
XXXXX0311_20191001,-110.07,0,1.0,48,1.0,0.2912673325904588,2.3757881024750325,6.250513347022587,10.916666666666666,0
XXXXX0312_20160122,16185.279999999999,0,1.0,48,1.0,0.03678723289705475,0.907329027355621,9.94113620807666,44.354166666666664,0
XXXXX0318_20031105,23420.88,0,1.0,48,1.0,0.15342556209705518,1.2689719930525394,22.154688569472963,80.52083333333333,0
XXXXX0318_20170119,21033.47,0,1.0,48,1.0,0.1849799812943732,10.864632001736855,8.947296372347708,25.9375,0
XXXXX0323_20220117,-52.30000000000007,0,1.0,48,1.0,0.15037556488996567,1.2442878853669121,3.9534565366187544,17.875,0
XXXXX0333_20180116,2644.17,0,1.0,48,1.0,0.26204957747334595,9.551057316543647,7.956194387405886,37.166666666666664,0
XXXXX0366_20210119,326470.5,0,0.7710956339007359,48,0.7708333333333334,0.844325373236798,167.94655232305686,4.947296372347707,129.56756756756758,1
XXXXX0373_19991102,435294.31,0,0.7069200598670986,48,0.6458333333333334,0.6459736712451739,-20.802454950065133,26.16290212183436,412.85,1
XXXXX0374_20120522,48.379999999999995,0,1.0,48,1.0,0.6903508717284718,10.502806122448975,13.609856262833675,22.5,0
XXXXX0379_20010212,0.0,0,1.0,0,1.0,0.21320534300898852,122.52935301780288,24.88158795345654,9.729166666666666,0
XXXXX0379_20181019,2822.58,0,0.9932962981925152,48,0.9791666666666666,0.42951151637840673,17.889775835866256,7.200547570157426,13.148936170212766,1
XXXXX0380_20140317,-7877.889999999992,0,1.0,48,1.0,0.20045637173128503,271.0863824359529,11.791923340177961,8.708333333333334,0
XXXXX0381_19961023,85734.19,0,0.9791666666666666,48,0.9583333333333334,0.258606904851585,-6.94714014329136,29.188227241615333,254.8913043478261,1
XXXXX0383_20170123,-3303.96,0,1.0,48,1.0,0.16942305784293318,2.1823990447242725,8.936344969199178,-2.4791666666666665,0
XXXXX0392_20181019,14526.75,0,1.0,48,1.0,0.4476760116578561,47.916354754667815,7.200547570157426,16.229166666666668,0
XXXXX0401_19960430,0.0,0,1.0,48,1.0,0.13480402983037662,0.4483195831524067,29.67008898015058,11.479166666666666,0
XXXXX0402_20191002,767702.73,0,0.6697631728379932,48,0.6458333333333334,0.8145175965524358,-50.12699739470255,6.247775496235455,189.65625,1
XXXXX0409_20191002,2982.29,0,1.0,48,1.0,0.11545405655094435,-5.180969387755102,6.247775496235455,14.645833333333334,0
XXXXX0411_20200120,-823.32,0,1.0,48,1.0,0.13435422345189835,0.5467998263135038,5.946611909650924,3.4791666666666665,0
XXXXX0415_20090923,13938.75,0,0.9998544157621333,48,0.9791666666666666,0.4167627365569417,137.01434270516717,16.27104722792608,13.333333333333334,0
XXXXX0416_20100105,-10158.75,0,1.0,48,1.0,0.2454295789094948,11.327792553191493,15.986310746064339,44.041666666666664,0
XXXXX0416_20160127,28391.36,0,0.8923395445134575,48,0.875,0.39783202138548457,-6.46053951367781,9.927446954140999,58.666666666666664,1
XXXXX0417_20171115,51411.909999999996,0,0.6956530926727708,48,0.6666666666666666,0.7204424457462457,-1.8015539513677798,8.125941136208077,346.9117647058824,1
XXXXX0419_20180118,189265.75,0,0.9583333333333334,48,0.9375,0.32603461165009373,2.8736902952670333,7.950718685831622,141.48888888888888,1
XXXXX0420_20081110,854.82,0,1.0,48,1.0,0.11993278696878379,-3.5920375597047296,17.138945927446954,10.145833333333334,0
XXXXX0422_19941214,-29881.661701999998,0,1.0,0,1.0,0.087406553367713,5.675847807207991,31.04722792607803,18.0,0
XXXXX0422_20030120,-45266.88,0,0.9797153123795067,0,0.9791666666666666,0.2971261958940917,22.472745874945716,22.94592744695414,12.872340425531915,1
XXXXX0422_20060313,1066478.3652999983,0,1.0,48,1.0,0.22452772003664914,20.48161636995223,19.802874743326488,15.145833333333334,0
XXXXX0442_19980330,3745.17,0,0.9931015698484642,48,0.9583333333333334,0.27766969062255065,-0.46986213634389723,27.756331279945243,14.395833333333334,0
XXXXX0454_19910918,2455.96,0,1.0,48,1.0,0.0359774241764244,0.2696482848458526,34.286105407255306,25.270833333333332,0
XXXXX0462_20191003,0.0,0,1.0,48,1.0,0.11402372907998486,4.097042444637424,6.245037645448323,11.270833333333334,0
XXXXX0463_20060406,228308.94,0,1.0,48,1.0,0.08708406505299027,2.945990555796784,19.737166324435318,14.395833333333334,0
XXXXX0463_20181022,25220.23,0,1.0,48,1.0,0.5512961733132887,21.136762917933122,7.19233401779603,51.729166666666664,0
XXXXX0464_20170125,-13270.5,0,1.0,0,1.0,0.16362023086487346,2.784411636995223,8.930869267624914,-3.3125,0
XXXXX0467_20200120,6085.0,0,1.0,48,1.0,0.3329070004773932,-0.8745777247069051,5.946611909650924,47.604166666666664,0
XXXXX0473_20200120,11996.71,0,0.8298611111111112,48,0.8125,0.508808877876865,-0.2765262700825011,5.946611909650924,298.97435897435895,1
XXXXX0473_20210820,12253.23,0,0.9791666666666666,48,0.9791666666666666,0.19916639635493222,0.5093427051671732,4.3641341546885695,143.40425531914894,1
XXXXX0474_20030515,14347.25,0,1.0,48,1.0,0.1928223436228251,9.288641988710381,22.63107460643395,19.625,0
XXXXX0476_19910806,386325.58999999997,0,1.0,48,1.0,0.11492964636272653,35.40419832826748,34.403832991101986,86.5,0
XXXXX0478_20120710,-47250.0,0,1.0,0,1.0,0.16043844442200086,6.22828918801565,13.475701574264203,4.5625,0
XXXXX0489_19960203,-163438.359272,0,0.999823275507629,0,0.9791666666666666,0.3210155664082869,160.49453701693434,29.908281998631075,13.166666666666666,0
XXXXX0489_19991025,2411.424169,0,0.8923796906520453,48,0.8958333333333334,0.35522390626593037,23.05987299174988,26.184804928131417,10.659090909090908,1
XXXXX0494_20201029,13292.57,0,1.0,48,1.0,0.15812228408825077,2.244311767260095,5.171800136892539,26.916666666666668,0
XXXXX0495_20020712,0.0,0,1.0,48,1.0,0.31712760225428327,34.79177105948761,23.471594798083505,14.145833333333334,0
XXXXX0495_20200121,-4181.68,0,1.0,48,1.0,0.3752470841202412,6.422421841076855,5.943874058863792,11.708333333333334,0
XXXXX0503_20180122,0.0,0,1.0,0,1.0,0.4108768086008409,10.427952127659573,7.939767282683094,12.75,0
XXXXX0504_20080829,-370763.85000000003,0,1.0,48,1.0,0.1250991163081772,64.51037451150668,17.338809034907598,11.520833333333334,0
XXXXX0507_20111019,47905.08,0,1.0,0,1.0,0.23002072802342607,39.92296461137644,14.20123203285421,141.6875,0
XXXXX0512_20041109,-732.99,0,1.0,0,1.0,0.14166005823667843,0.014500108554059341,21.141683778234086,12.4375,0
XXXXX0514_20181023,16957.35,0,1.0,48,1.0,0.31542997648005483,4.7483744029526695,7.189596167008898,50.1875,0
XXXXX0515_20111019,47.55000000000018,0,1.0,48,1.0,0.12497612642027116,17.74519485453754,14.20123203285421,11.583333333333334,0
XXXXX0517_20220121,-28.230000000000004,0,1.0,48,1.0,0.34584196974959175,0.40122231871471936,3.9425051334702257,16.666666666666668,0
XXXXX0523_20000627,-18175.56,0,1.0,0,1.0,0.18017712349274445,2.976843790707769,25.51129363449692,11.354166666666666,0
XXXXX0524_20170126,358666.37,0,1.0,48,1.0,0.2613010541499833,298.1946911636994,8.928131416837783,107.85416666666667,0
XXXXX0527_20191004,108186.0,0,0.9457123799066113,48,0.9375,0.4072856155509074,5.083339122883193,6.242299794661191,99.53333333333333,1
XXXXX0530_20090420,9588.32,0,1.0,48,1.0,0.3642737007911208,-68.74228126356924,16.698151950718685,12.416666666666666,0
XXXXX0530_20191004,2207.67,0,0.9583333333333334,48,0.9375,0.31566294451658633,0.37324522362136325,6.242299794661191,22.42222222222222,1
XXXXX0531_20111123,126104.14,0,0.7669222753122226,48,0.75,0.5940418089397514,-1.8609417064698255,14.105407255304586,22.37837837837838,1
XXXXX0534_20010410,-623094.43888,0,0.9999609479501749,48,0.9791666666666666,0.343747404978831,645.6953717976551,24.725530458590008,8.6875,0
XXXXX0536_20060201,12080.07,0,1.0,48,1.0,0.2565835251219712,4.068463417281808,19.912388774811774,52.9375,0
XXXXX0537_20051110,294646.73,0,0.999999856233265,48,0.9583333333333334,0.6272476628795458,225.93955384281364,20.139630390143736,53.5,0
XXXXX0538_20210823,68119.29,0,0.9919695995007923,48,0.9583333333333334,0.28752397378026173,-16.178471016066013,4.355920602327173,40.148936170212764,1
XXXXX0539_20101216,-205.23000000000002,0,0.9791666666666666,48,0.9791666666666666,0.1702850658484574,0.8243323925314798,15.041752224503764,-11.404255319148936,1
XXXXX0549_20170127,9288.0,0,0.9166666666666666,48,0.8958333333333334,0.34460570588493056,-1.2603126356925758,8.92539356605065,63.16279069767442,1
XXXXX0551_20040623,3596.834095,0,1.0,48,1.0,0.2753562524457286,20.450375597047323,21.522245037645447,13.916666666666666,0
XXXXX0551_20190122,208555.02,0,1.0,48,1.0,0.12231192561200654,5.025378853669124,6.940451745379876,214.4375,0
XXXXX0557_20171120,28355.66,0,0.9930555555555555,48,0.9791666666666666,0.46407232453137565,16.202721450282237,8.112251882272416,58.702127659574465,1
XXXXX0558_20201030,11548.710000000001,0,0.9811510439512924,48,0.9583333333333334,0.44760474134942607,37.512067954841505,5.169062286105407,10.729166666666666,1
XXXXX0561_20171120,71752.5,0,1.0,48,1.0,0.41134607063581036,9.760095527572725,8.112251882272416,153.1875,0
XXXXX0566_20180123,529.28,0,0.9999879469154224,48,0.9791666666666666,0.487356401118012,2691.388457989578,7.9370294318959616,13.875,0
XXXXX0568_20220124,49221.0,0,0.6666666666666666,48,0.6458333333333334,0.7707317830274644,-9.103560573165433,3.9342915811088295,149.67741935483872,1
XXXXX0572_20120522,645256.3400000001,0,0.9562078170481821,48,0.9375,0.3635232566714377,114.8038612679114,13.609856262833675,31.26086956521739,1
XXXXX0575_20090213,331002.53,0,0.9381563489852751,48,0.9375,0.4299974286407392,94.02239361702124,16.878850102669404,16.934782608695652,1
XXXXX0578_19931110,439637.98000000004,0,0.9931669047060079,48,0.9791666666666666,0.3944899587707743,346.62412559704705,32.139630390143736,19.80851063829787,1
XXXXX0578_20210824,58214.0,0,0.8541666666666666,48,0.8333333333333334,0.49378098552484706,-1.3622448979591828,4.353182751540041,314.825,1
XXXXX0580_20090213,902098.69,0,0.9352419483732914,48,0.8958333333333334,0.3251159002693468,-14.736126791141997,16.878850102669404,235.63636363636363,1
XXXXX0582_19980727,158807.12,0,0.9720637254570336,48,0.9583333333333334,0.26035232346570036,-47.645832066869275,27.430527036276523,36.083333333333336,1
XXXXX0586_20181024,796.5,0,1.0,48,1.0,0.618967019744842,-4.845915110725138,7.186858316221766,18.25,0
XXXXX0592_20040304,-18139514.3274,0,0.999818131636772,0,0.9166666666666666,0.23700474794375284,4926.036416630479,21.82614647501711,25.1875,0
XXXXX0599_19980522,1066478.3652999983,0,0.6328159973452565,48,0.3333333333333333,0.7725450406028544,-27.648963851498035,27.61122518822724,195.78125,1
XXXXX0605_19980623,0.0,0,1.0,48,1.0,0.3188367478234645,30.844632544507142,27.523613963039015,13.479166666666666,0
XXXXX0608_20171121,11898.23,0,0.9583333333333334,48,0.9375,0.3050750473613274,0.11012103777681263,8.109514031485284,110.42222222222222,1
XXXXX0609_20140328,684.44,0,1.0,48,1.0,0.3886400407904044,5.229995657837601,11.761806981519507,18.6875,0
XXXXX0610_19960327,-29545.92,0,1.0,48,1.0,0.26291326270844834,518.8754629830654,29.763175906913073,13.104166666666666,0
XXXXX0621_20171121,174241.02,0,0.5217129764101222,48,0.5,1.4059600027618144,-7.301469821971343,8.109514031485284,195.16666666666666,1
XXXXX0644_19910807,96998.67234,0,1.0,48,1.0,0.20030440397179355,0.23479157620494923,34.40109514031485,9.8125,0
XXXXX0644_20181025,-80172.7,0,1.0,48,1.0,0.1427815565837,11.732787668258798,7.184120465434634,5.458333333333333,0
XXXXX0654_19980608,-484955.1,0,1.0,48,1.0,0.0769713096638167,38.54947459834999,27.564681724845997,11.854166666666666,0
XXXXX0654_20200123,-971.01,0,1.0,48,1.0,0.19864893283377255,14.744785062961348,5.938398357289528,10.791666666666666,0
XXXXX0655_20130801,5292.0599999999995,0,0.9997005723975199,48,0.9791666666666666,0.6997112413601834,161.63336571862786,12.41615331964408,13.9375,0
XXXXX0661_20190124,-567.27,0,1.0,0,1.0,0.9190660844234658,8.864056122448979,6.934976043805612,25.395833333333332,0
XXXXX0662_20191008,0.0,0,1.0,48,1.0,0.33002459209697826,10.546105623100301,6.231348391512663,12.75,0
XXXXX0663_20170131,178188.29,0,0.8949414604669661,48,0.875,0.49068154504316097,-0.777894051237517,8.914442162902121,412.8753888888889,1
XXXXX0669_19920416,5310.96,0,1.0,48,1.0,0.3955390501072266,4.105826639166302,33.70841889117043,24.125,0
XXXXX0677_20010228,-76932.96,0,1.0,48,1.0,0.487987757538269,21.24700770733824,24.83778234086242,13.979166666666666,0
XXXXX0688_20020820,-373956.33092000004,0,0.9999999390948466,0,0.9791666666666666,0.09429988398365416,17.69865935735996,23.364818617385353,12.125,0
XXXXX0696_19990426,-1080771.732104,0,1.0,48,1.0,0.32110361886200683,155.38808619192355,26.68309377138946,13.416666666666666,0
XXXXX0697_19910918,8938.77,0,0.9930555555555555,48,0.9791666666666666,0.2125886819082951,0.8874734042553185,34.286105407255306,61.744680851063826,1
XXXXX0698_19990708,1875.6699999999983,0,1.0,48,1.0,0.14182832419198363,-82.87093519322633,26.483230663928815,11.479166666666666,0
XXXXX0698_20150216,42942.61,0,0.9859089140673442,48,0.8333333333333334,0.39795920744509466,11.265029309596176,10.872005475701574,80.3125,0
XXXXX0701_19970401,-101498.97,0,1.0,0,1.0,0.16790494552905055,365.059136452453,28.750171115674195,23.5625,0
XXXXX0702_19920317,2069.88,0,0.999672259036331,48,0.9791666666666666,0.1757452877989167,39.17730188884066,33.790554414784395,19.583333333333332,0
XXXXX0702_20181026,-98128.8,0,1.0,48,1.0,0.3073937816079554,1533.7662375162824,7.181382614647502,12.583333333333334,0
XXXXX0703_20020919,3362.25,0,1.0,48,1.0,0.224215568150387,14.561540382110284,23.28268309377139,38.9375,0
XXXXX0733_20200124,27540.0,0,1.0,48,1.0,0.0,4.771967100190194e-16,5.935660506502396,140.22916666666666,0
XXXXX0741_20160211,604.13,0,1.0,0,1.0,0.22204511694831244,-9.989511506730341,9.886379192334017,14.020833333333334,0
XXXXX0741_20190125,22480.04,0,1.0,48,1.0,0.538894698199879,89.27664405123748,6.93223819301848,39.25,0
XXXXX0742_20181026,4952.7,0,1.0,48,1.0,0.15392642220467662,0.6369159791576207,7.181382614647502,63.1875,0
XXXXX0747_20010912,222499.82,0,0.9037162621920763,48,0.7916666666666666,0.29108771681163964,11.03566543638732,24.301163586584533,177.1875,1
XXXXX0749_19940221,1066478.3652999983,0,0.37274214082992585,48,0.375,1.3116750347389021,75.4285915110725,31.857631759069132,114.15789473684211,1
XXXXX0749_20220128,1020.6,0,1.0,48,1.0,0.26693671682941644,-0.12992509769865304,3.923340177960301,18.458333333333332,0
XXXXX0769_20180129,0.0,0,1.0,48,1.0,0.35769345062712565,30.145317520625255,7.920602327173169,12.916666666666666,0
XXXXX0772_19920129,-262266.94,0,1.0,0,1.0,0.3349374414643332,146.01212874511498,33.921971252566735,6.895833333333333,0
XXXXX0775_19940706,-59700.969999999994,0,1.0,0,1.0,0.222098247484675,5.498192032131998,31.488021902806295,4.020833333333333,0
XXXXX0781_20190127,-17254.56,0,1.0,48,1.0,0.3479966627412301,33.09751465479808,6.926762491444216,9.75,0
XXXXX0781_20210126,40831.64,0,1.0,48,1.0,0.3076505740914422,0.1924554928354315,4.9281314168377826,248.47916666666666,0
XXXXX0787_20160215,38603.56,0,1.0,48,1.0,0.32947405516066264,3.8670560138949184,9.875427789185489,65.20833333333333,0
XXXXX0787_20181029,46623.5,0,0.8160790097863035,48,0.7916666666666666,0.5151589735100769,2.303641445940077,7.173169062286106,412.8753888888889,1
XXXXX0788_20201105,1066478.3652999983,0,0.9576466508794844,48,0.9166666666666666,0.3980402454180167,254.47467270950918,5.152635181382615,60.2,1
XXXXX0794_19911002,0.0,0,1.0,48,1.0,0.17867527058706534,258.4877051671732,34.247775496235455,13.854166666666666,0
XXXXX0804_20010209,18789.75,0,1.0,0,1.0,0.3163306098811078,422.1586750976987,24.889801505817932,67.16666666666667,0
XXXXX0810_20040212,342545.73,0,1.0,48,1.0,0.10890195839686469,40.5863829787234,21.883641341546884,93.10416666666667,0
